objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.2376593270919007e+18,218.183672153979,56.802091877056704,21.43699,19.78498,19.03028,18.72848,18.50787,3225,301,6,67,2.867702312816634e+18,STAR,-0.0006345664,2547,53917,128
1.2376593270919007e+18,218.122241398999,56.716445030877,19.53,18.43572,18.06688,17.88644,17.83137,3225,301,6,67,1.3073350388152013e+18,STAR,-0.0005494385,1161,52703,601
1.2376593270919007e+18,218.09558780968,56.6670424834752,19.48387,18.1172,17.267229999999998,16.807000000000002,16.5234,3225,301,6,67,1.3073383373500846e+18,GALAXY,0.1405261,1161,52703,613
1.237659327091901e+18,218.22194014883095,56.71730032304591,25.58296,20.56372,18.67099,18.0897,17.72512,3225,301,6,67,1.307336138326829e+18,GALAXY,0.3535534999999999,1161,52703,605
1.237659327091901e+18,217.92302397816897,56.6847926644417,24.7635,20.24311,18.58531,17.996470000000002,17.64339,3225,301,6,67,7.656238221143765e+18,GALAXY,0.2865871,6800,56399,432
1.237659327091901e+18,217.987059401488,56.7785353653325,21.34756,20.73996,20.63858,20.5406,20.3041,3225,301,6,67,7.656238770899578e+18,QSO,2.195757,6800,56399,434
1.237659327091901e+18,217.981235682061,56.725735619382895,23.18851,22.84455,21.18459,20.00627,20.16263,3225,301,6,67,1.3073248683326444e+18,STAR,8.587961e-05,1161,52703,564
1.2376593270919012e+18,218.034765133442,56.6809047385717,22.06916,22.5535,20.67283,19.40074,18.8708,3225,301,6,67,7.656228325539115e+18,GALAXY,0.7311226,6800,56399,396
1.237659327091966e+18,218.334351059557,56.6978433428818,16.82935,15.770220000000002,15.35151,15.200070000000002,15.16994,3225,301,6,68,3.7110846476906414e+18,STAR,-0.0002741648,3296,54909,431
1.237659327091966e+18,218.45011365369496,56.6420878592956,18.47657,17.19593,16.68167,16.49798,16.43812,3225,301,6,68,3.711083273301106e+18,STAR,-0.0002338794,3296,54909,426
1.237659327091966e+18,218.22934504608895,56.6632915181042,19.59078,17.981070000000003,17.0248,16.60425,16.254360000000002,3225,301,6,68,1.30733696296055e+18,GALAXY,0.1110020999999999,1161,52703,608
1.237659327091966e+18,218.300887078444,56.730713990748704,19.8987,18.08276,17.19351,16.78714,16.44772,3225,301,6,68,8.895214404984115e+17,GALAXY,0.1047848,790,52441,220
1.237659327091966e+18,218.307260338536,56.7355524137278,20.19272,18.47648,17.52806,17.10666,16.7301,3225,301,6,68,1.3073402614954332e+18,GALAXY,0.1044112,1161,52703,620
1.237659327091966e+18,218.24031207626203,56.6668930561102,19.38059,18.35299,18.00405,17.8665,17.83611,3225,301,6,68,3.711071728429015e+18,STAR,-0.0006706818,3296,54909,384
1.237659327091966e+18,218.280625176088,56.6998244706141,19.99845,18.21409,17.415429999999997,17.04909,16.753410000000002,3225,301,6,68,1.307336413204736e+18,GALAXY,0.07423034,1161,52703,606
1.237659327091966e+18,218.374656763218,56.752663717392,19.43937,18.12428,17.57456,17.346729999999997,17.27196,3225,301,6,68,3.7110835481790136e+18,STAR,-0.0001036001,3296,54909,427
1.237659327091966e+18,218.40329458621704,56.6822015100795,19.57326,18.43603,17.848129999999998,17.4932,17.30471,3225,301,6,68,1.3073399866175263e+18,GALAXY,0.07497802,1161,52703,619
1.237659327091966e+18,218.437618527883,56.7040163564834,19.86386,19.03333,18.7525,18.66209,18.64773,3225,301,6,68,3.711082448667386e+18,STAR,-0.0006840499,3296,54909,423
1.237659327091966e+18,218.330007532976,56.56736301866201,18.87067,17.41487,16.57702,16.1401,15.804479999999998,3225,301,6,68,1.3073366880826427e+18,GALAXY,0.07427397,1161,52703,607
1.237659327091966e+18,218.37753474572,56.6110112226167,18.92922,16.808889999999998,15.84973,15.37039,14.98189,3225,301,6,68,1.3073375127163635e+18,GALAXY,0.07348353,1161,52703,610
1.237659327091966e+18,218.406128530911,56.629441134029896,19.41765,17.51491,16.51472,16.11854,15.85268,3225,301,6,68,1.3073388871058985e+18,GALAXY,0.07476348,1161,52703,615
1.237659327091966e+18,218.48139811304,56.6819213842177,20.59268,18.82311,17.72231,17.28395,16.925520000000002,3225,301,6,68,8.895203409867837e+17,GALAXY,0.151844,790,52441,216
1.237659327091966e+18,218.527453914062,56.708164001434895,21.44784,19.29405,17.80556,17.25433,16.88743,3225,301,6,68,8.894980758763213e+17,GALAXY,0.2463286,790,52441,135
1.2376593244086605e+18,220.24894165536,53.6739367295805,21.55573,21.10665,21.04225,21.02044,20.78351,3225,301,1,84,7.556018285843246e+18,QSO,2.474604,6711,56388,378
1.2376593244086605e+18,220.26493990906,53.678432089676704,21.9089,21.01666,20.60365,20.50337,20.34256,3225,301,1,84,7.564056265765876e+18,QSO,2.454044,6718,56398,948
1.2376593244086605e+18,220.120307322124,53.6799418485476,25.77807,21.90136,20.33504,19.17984,18.67696,3225,301,1,84,7.556017461209526e+18,GALAXY,0.6148260999999999,6711,56388,375
1.2376593244086605e+18,220.127697406032,53.63638282789229,22.74418,21.73304,21.62781,21.6185,22.32503,3225,301,1,84,7.556016636575804e+18,STAR,-0.0003673724,6711,56388,372
1.2376593244086605e+18,220.27274668697004,53.6800820071865,23.81863,21.47882,20.20458,19.71086,19.41919,3225,301,1,84,1.4942390975841175e+18,STAR,-5.326667e-05,1327,52781,618
1.2376593244086605e+18,220.300490307142,53.664014194142894,23.10272,22.91178,20.8529,19.69647,19.22496,3225,301,1,84,7.556015537064178e+18,GALAXY,0.5746538,6711,56388,368
1.2376593244086605e+18,220.249781656787,53.5665840964894,22.51213,21.60075,20.47668,19.51943,19.19315,3225,301,1,84,7.564043346504249e+18,GALAXY,0.5989053000000001,6718,56398,901
1.2376593244086607e+18,220.106802381671,53.667600895044,24.83503,22.8556,20.92766,19.85102,19.12197,3225,301,1,84,7.564044446015877e+18,GALAXY,0.5961510999999999,6718,56398,905
1.2376593244086607e+18,220.13365687296,53.650996306779696,24.95938,22.00297,20.67362,19.43074,18.77641,3225,301,1,84,7.564043896260062e+18,GALAXY,0.7176788000000001,6718,56398,903
1.2376593244087255e+18,220.419828952166,53.6751740733206,18.17312,17.28361,17.06545,16.97223,16.953960000000002,3225,301,1,85,7.556007290726969e+18,STAR,-0.0003626154,6711,56388,338
1.2376593244087255e+18,220.549138069162,53.6023629715625,18.98653,18.69534,18.67052,18.798070000000003,18.74075,3225,301,1,85,1.3095021756631224e+18,QSO,0.8726978000000001,1163,52669,293
1.2376593244087255e+18,220.389472850582,53.6627998909274,19.75653,17.94164,17.1318,16.64051,16.23314,3225,301,1,85,1.3094966781049836e+18,GALAXY,0.03214769,1163,52669,273
1.2376593244087255e+18,220.590598256862,53.6511182291784,19.95097,18.61877,17.74409,17.33331,17.0874,3225,301,1,85,1.3095013510294016e+18,GALAXY,0.2004813999999999,1163,52669,290
1.2376593244087255e+18,220.588921374244,53.651249743643504,23.55001,21.16228,19.44761,18.72685,18.07441,3225,301,1,85,7.555995745854877e+18,STAR,-9.231283e-05,6711,56388,296
1.237659324408726e+18,220.471284123287,53.5118932268338,21.09614,20.65971,20.47445,20.44157,20.09555,3225,301,1,85,7.564055716010061e+18,QSO,2.56355,6718,56398,946
1.237659324408726e+18,220.43535382988895,53.69365681161511,24.38066,22.3623,20.48389,19.5888,19.10291,3225,301,1,85,7.556006740971155e+18,GALAXY,0.4944481,6711,56388,336
1.237659324408726e+18,220.42151848467603,53.623994180549495,24.07241,21.33144,20.02907,19.0664,18.7675,3225,301,1,85,7.556004816825808e+18,GALAXY,0.5086516999999999,6711,56388,329
1.237659324408726e+18,220.39049127599495,53.543068878189295,24.0306,20.98943,19.17717,18.41838,17.99999,3225,301,1,85,7.564055166254248e+18,GALAXY,0.4534372,6718,56398,944
1.2376593244087263e+18,220.46652638303905,53.5501592322643,22.67039,22.67573,20.82838,19.80296,19.12057,3225,301,1,85,7.556004267069994e+18,STAR,0.0002197925999999,6711,56388,327
1.2376593244087263e+18,220.440915880212,53.50246767644651,25.36103,22.54078,21.04495,19.97013,19.50298,3225,301,1,85,7.556005366581619e+18,GALAXY,0.5138206,6711,56388,331
1.2376593244087913e+18,220.553303548396,53.4502263140296,23.87531,20.25868,18.53543,17.96906,17.69183,3225,301,1,86,1.3095032751747502e+18,GALAXY,0.3110120999999999,1163,52669,297
1.2376593244087913e+18,220.632910350333,53.40072786136189,22.12013,20.0731,18.51483,17.95375,17.59655,3225,301,1,86,7.555994096587437e+18,GALAXY,0.2634802,6711,56388,290
1.2376593244087916e+18,220.526036134814,53.5126296531339,23.99722,22.23441,20.63298,19.64906,19.28292,3225,301,1,86,7.555993546831622e+18,GALAXY,0.5341778,6711,56388,288
1.2376593244087916e+18,220.704592302265,53.58956776111141,25.93747,21.96333,20.208,19.32142,18.90157,3225,301,1,86,7.564055441132154e+18,GALAXY,0.4904998,6718,56398,945
1.2376593244087916e+18,220.75556264263,53.5479784627044,22.682170000000003,21.82611,21.95925,21.63755,21.53547,3225,301,1,86,7.564055990887968e+18,GALAXY,0.9243345,6718,56398,947
1.2376593244087918e+18,220.752313475582,53.51157338270461,23.88169,22.24072,20.54026,19.56804,19.10081,3225,301,1,86,7.564056540643783e+18,GALAXY,0.4907268,6718,56398,949
1.237659324408792e+18,220.70259408242,53.5215759134208,23.15529,22.154870000000003,20.30231,19.41044,18.85995,3225,301,1,86,7.555992722197901e+18,GALAXY,0.5081498999999999,6711,56388,285
1.237659324408792e+18,220.697423368931,53.504195779830894,23.19348,22.97381,20.79377,19.47801,19.0245,3225,301,1,86,7.555992172442086e+18,GALAXY,0.6829445,6711,56388,283
1.2376593244088566e+18,220.887935500531,53.49777567925611,24.44713,22.60246,20.62708,19.79716,19.4827,3225,301,1,87,7.565075238032699e+18,GALAXY,0.4541676999999999,6719,56390,559
1.2376593244088566e+18,220.901619388142,53.438750065465705,19.17987,18.20766,17.768710000000002,17.83287,17.76623,3225,301,1,87,1.309502450541029e+18,STAR,-0.0003054029,1163,52669,294
1.2376593244088566e+18,220.71191087687697,53.428249859335295,18.55897,17.46011,17.120810000000002,16.92534,16.83304,3225,301,1,87,1.3094994268840527e+18,GALAXY,0.0381199,1163,52669,283
1.2376593244088566e+18,220.722193948461,53.4049528612654,20.05935,18.26774,17.21368,16.72748,16.30094,3225,301,1,87,1.309499976639867e+18,GALAXY,0.1050297,1163,52669,285
1.2376593244088568e+18,220.769831924352,53.4307780227403,18.51349,17.596829999999997,17.2894,17.09359,16.94275,3225,301,1,87,1.309504099808471e+18,GALAXY,0.03797957,1163,52669,300
1.2376593244088568e+18,220.880029461768,53.4762502901645,19.7357,19.49123,19.4105,19.40923,19.22108,3225,301,1,87,7.565060119747817e+18,QSO,2.13845,6719,56390,504
1.2376593244088568e+18,220.954988559522,53.4006913948864,14.84811,13.65166,13.06338,12.76127,12.54554,3225,301,1,87,1.3094922800584724e+18,GALAXY,0.01097187,1163,52669,257
1.2376593244088568e+18,220.84742737327,53.4180784057596,22.35539,21.60219,21.71279,21.7758,21.46663,3225,301,1,87,7.56506066950363e+18,QSO,0.700295,6719,56390,506
1.2376593244088568e+18,220.908515994262,53.4295728257278,21.13208,20.68558,20.495420000000003,20.40447,20.1993,3225,301,1,87,7.555991897564179e+18,QSO,0.9181693,6711,56388,282
1.237659324408857e+18,220.93594647892505,53.46413488312779,23.19435,21.94286,20.82184,19.78593,19.48428,3225,301,1,87,1.4942396473399316e+18,GALAXY,0.7016306999999999,1327,52781,620
1.237659324408857e+18,220.99473221664,53.49650293821771,26.45473,21.97476,20.18813,19.4037,18.91803,3225,301,1,87,7.565074138521071e+18,GALAXY,0.4487685999999999,6719,56390,555
1.237659324408857e+18,220.996198594611,53.483522149373,24.28878,22.09945,20.54352,19.73358,19.42515,3225,301,1,87,7.555982276837436e+18,GALAXY,0.4440472,6711,56388,247
1.237659324408857e+18,220.94518847187305,53.4296639745424,22.90256,21.16724,21.00434,20.88333,20.644,3225,301,1,87,7.565067816329213e+18,STAR,-0.0004437533999999,6719,56390,532
1.2376593244088576e+18,220.912370657981,53.431109901417706,23.10202,22.26505,21.04514,20.04071,19.65923,3225,301,1,87,7.565059844869911e+18,QSO,1.774258,6719,56390,503
1.237659324408922e+18,221.076084210796,53.432855627215794,19.60785,19.35692,19.31056,19.09119,19.0744,3225,301,1,88,7.565073313887351e+18,QSO,0.5716878000000001,6719,56390,552
1.2376593244089224e+18,220.976095053292,53.375495538779,22.11153,20.33072,18.61173,18.04441,17.69286,3225,301,1,88,7.555982001959529e+18,GALAXY,0.3362068,6711,56388,246
1.2376593244089224e+18,221.16254272733,53.4432461068299,24.60497,20.36095,18.585,18.04624,17.6401,3225,301,1,88,1.3094931046921933e+18,GALAXY,0.335788,1163,52669,260
1.2376593244089224e+18,221.034731079175,53.3543720732162,21.83077,21.3561,21.38255,21.44702,20.75367,3225,301,1,88,7.5559847507386e+18,QSO,2.26282,6711,56388,256
1.2376593244089224e+18,221.190867969274,53.3869312835034,23.20422,22.11246,20.30776,19.42928,19.00258,3225,301,1,88,7.555982826593251e+18,GALAXY,0.4878350999999999,6711,56388,249
1.2376593244089224e+18,220.945151878496,53.3633957586647,23.15104,21.71048,20.32295,19.24006,18.91463,3225,301,1,88,7.555996570488599e+18,GALAXY,0.6215036999999999,6711,56388,299
1.2376593244089226e+18,221.052514903891,53.3896308632488,22.81388,21.53552,19.79202,18.80331,18.28019,3225,301,1,88,7.565066441939677e+18,GALAXY,0.5397645000000001,6719,56390,527
1.237659324408923e+18,221.18565927054695,53.4125999956147,22.54271,20.77259,19.02021,18.43364,18.00143,3225,301,1,88,7.555984200982786e+18,GALAXY,0.4121683,6711,56388,254
1.2376593254814843e+18,217.78771894532505,55.4297464688727,24.88643,21.70821,20.05751,19.27062,18.97362,3225,301,3,70,7.554998214400341e+18,GALAXY,0.420829,6710,56416,763
1.2376593254814843e+18,217.632272215956,55.3721085211155,19.33786,18.18544,17.75153,17.58824,17.499670000000002,3225,301,3,70,3.711080799399944e+18,STAR,-0.0005035082,3296,54909,417
1.2376593254814843e+18,217.857538602937,55.4434288881948,19.48126,17.94541,16.9822,16.51643,16.167089999999998,3225,301,3,70,1.3072008983966126e+18,GALAXY,0.1548617,1161,52703,113
1.2376593254814845e+18,217.714381693859,55.5166267969414,25.15514,21.92098,20.29381,19.39178,19.02192,3225,301,3,70,7.554999863667781e+18,GALAXY,0.5050363,6710,56416,769
1.2376593254814848e+18,217.781364087833,55.510528468725205,23.28288,21.5244,19.95944,19.12989,18.69724,3225,301,3,70,7.554998764156154e+18,GALAXY,0.5076867,6710,56416,765
1.2376593254814848e+18,217.650884055369,55.3415053114497,22.9379,22.04545,20.49737,19.58504,19.17934,3225,301,3,70,7.554999588789874e+18,GALAXY,0.5278691999999999,6710,56416,768
1.237659325481485e+18,217.838582316931,55.44877004150929,24.13024,21.89455,20.2111,19.35431,18.97675,3225,301,3,70,7.555008659760803e+18,GALAXY,0.5056604,6710,56416,801
1.237659325481681e+18,218.301846566065,55.2014301539806,17.561770000000003,15.76266,15.05251,14.76201,14.626170000000002,3225,301,3,73,3.711007956754604e+18,STAR,-0.0004847546,3296,54909,152
1.237659325481681e+18,218.53011258613896,55.1944840597799,17.88926,16.712229999999998,16.27512,16.0883,16.035439999999998,3225,301,3,73,3.711006032609256e+18,STAR,-0.000191519,3296,54909,145
1.237659325481681e+18,218.315067324118,55.2280526548471,20.18031,18.550320000000003,17.70192,17.32369,17.058120000000002,3225,301,3,73,1.3071997988849848e+18,GALAXY,0.1372812,1161,52703,109
1.237659325481681e+18,218.301166518246,55.2087201375371,19.46558,19.34536,19.03465,18.9034,19.02033,3225,301,3,73,1.3071992491291707e+18,QSO,1.132809,1161,52703,107
1.237659325481681e+18,218.30646612850495,55.2071188269064,18.76131,17.65656,17.237029999999997,17.02755,17.01383,3225,301,3,73,1.3084056876755456e+18,GALAXY,0.0427926,1162,52668,400
1.237659325481681e+18,218.306012346712,55.191391657109,17.66875,16.71434,16.41394,16.23684,16.091479999999997,3225,301,3,73,1.3071981496175432e+18,GALAXY,0.04140346,1161,52703,103
1.2376593254816812e+18,218.364121039198,55.21011983930389,19.9919,19.02216,18.7562,18.6789,18.67008,3225,301,3,73,3.711009056266232e+18,STAR,-0.0008832486,3296,54909,156
1.2376593254816812e+18,218.403284445663,55.2226492557866,19.69772,19.49136,19.3427,19.24626,19.24075,3225,301,3,73,3.711008231632511e+18,QSO,1.952577,3296,54909,153
1.2376593254816812e+18,218.388477805349,55.141487775879895,23.72424,20.89154,20.13574,19.76663,19.83891,3225,301,3,73,1.308359233309272e+18,STAR,-0.0004854412999999,1162,52668,231
1.2376593254816812e+18,218.427414171774,55.1251533394897,20.17408,19.22584,18.94719,18.84969,18.89453,3225,301,3,73,3.71101015577786e+18,STAR,8.035148e-05,3296,54909,160
1.2376593254816812e+18,218.474680621395,55.1399123047851,19.07502,17.172539999999998,16.275660000000002,15.86824,15.54339,3225,301,3,73,1.307199524007078e+18,GALAXY,0.07474843,1161,52703,108
1.2376593254816812e+18,218.596502316078,55.2270126645895,20.63907,18.58227,17.5072,17.06604,16.69978,3225,301,3,73,1.3084150335243817e+18,GALAXY,0.1350346,1162,52668,434
1.2376593254816812e+18,218.488175888822,55.1064157691426,19.6157,18.38322,17.63901,17.22612,16.9714,3225,301,3,73,1.308349612582529e+18,GALAXY,0.1677398,1162,52668,196
1.2376593254816812e+18,218.390680256228,55.216259103846,21.56451,19.67668,18.13727,17.61301,17.239539999999998,3225,301,3,73,7.55503587267359e+18,GALAXY,0.2713114,6710,56416,900
1.2376593254816812e+18,218.338669544852,55.1193973732829,24.1298,21.06325,19.21478,18.64592,18.27238,3225,301,3,73,7.555013882441035e+18,GALAXY,0.3380944,6710,56416,820
1.2376593254816812e+18,218.48459329642895,55.1491184261811,24.63214,21.78178,20.08371,19.15775,18.67031,3225,301,3,73,7.55502240365615e+18,STAR,3.845247e-05,6710,56416,851
1.2376593254816812e+18,218.379577169207,55.27785991814071,22.66639,21.174,19.49914,18.49442,18.06351,3225,301,3,73,1.3072011732745196e+18,GALAXY,0.5024390999999999,1161,52703,114
1.2376593254816814e+18,218.316238856773,55.135235242272,26.27633,22.05776,20.5891,19.54799,19.06758,3225,301,3,73,7.555012508051501e+18,GALAXY,0.5137234,6710,56416,815
1.2376593254816817e+18,218.500094437228,55.1247496594867,22.80322,21.36937,19.77684,18.61875,18.13395,3225,301,3,73,7.555023503167779e+18,GALAXY,0.5940684,6710,56416,855
1.2376593254817464e+18,218.636774140424,55.0829974622449,18.13383,16.9688,16.45037,16.25338,16.15984,3225,301,3,74,3.7110024591964646e+18,STAR,-0.0008441622,3296,54909,132
1.2376593254817464e+18,218.704969427775,55.140605495676006,17.49737,15.94879,15.21295,14.83808,14.53476,3225,301,3,74,1.3071877042570793e+18,GALAXY,0.04182582,1161,52703,65
1.2376593254817464e+18,218.73955173209,55.079044219237005,23.83482,22.426920000000003,20.68669,19.797,19.48102,3225,301,3,74,7.555032849016616e+18,GALAXY,0.6125366999999999,6710,56416,889
1.2376593254817464e+18,218.498740347554,55.073700751470206,22.00785,19.94736,19.7086,19.6322,19.58577,3225,301,3,74,7.5550243278015e+18,QSO,3.291017,6710,56416,858
1.2376593254817464e+18,218.614575532082,55.157723098031504,20.58418,18.5281,17.51783,17.07125,16.76251,3225,301,3,74,1.308350162338343e+18,GALAXY,0.1369729,1162,52668,198
1.2376593254817464e+18,218.595454859026,55.1271750546392,19.83986,18.18056,17.46967,17.19791,17.07786,3225,301,3,74,3.7110085065104174e+18,STAR,-0.0001943195,3296,54909,154
1.2376593254817464e+18,218.54039923214,55.07104803571429,19.40485,17.58931,16.692320000000002,16.29875,15.957629999999998,3225,301,3,74,1.3083482381929943e+18,GALAXY,0.08157603,1162,52668,191
1.2376593254817464e+18,218.641739915955,55.1622569081403,20.199720000000003,19.80573,19.78282,19.52107,19.46544,3225,301,3,74,7.555034223406149e+18,QSO,0.5525711,6710,56416,894
1.2376593254817467e+18,218.678443291716,55.1420157497984,19.72317,18.24128,17.492179999999998,17.10418,16.84042,3225,301,3,74,1.3083504372162499e+18,GALAXY,0.139215,1162,52668,199
1.2376593254817467e+18,218.648278828932,55.1055176840332,20.26138,18.507620000000003,17.401229999999998,16.9567,16.57982,3225,301,3,74,1.3071827564547543e+18,GALAXY,0.142759,1161,52703,47
1.2376593254817467e+18,218.75890382682,55.214403927934505,21.94924,21.78599,24.80204,24.3618,22.82689,3225,301,3,74,1.3084144837685678e+18,GALAXY,0.07454769,1162,52668,432
1.2376593254817467e+18,218.756688541702,55.21412706622071,19.68498,19.2097,19.9982,19.53511,22.83305,3225,301,3,74,1.3071904530361487e+18,GALAXY,0.07463697,1161,52703,75
1.2376593254817467e+18,218.767239468801,55.1966693742836,19.09716,17.07445,16.00376,15.55725,15.19409,3225,301,3,74,1.3071866047454515e+18,GALAXY,0.1402214,1161,52703,61
1.2376593254817467e+18,218.760221943762,55.1963745334585,20.006,17.83825,16.76945,16.3221,15.99403,3225,301,3,74,1.3084117349894984e+18,GALAXY,0.139499,1162,52668,422
1.2376593254817467e+18,218.699794701876,55.1178716011774,20.20516,18.73473,17.758589999999998,17.322,16.988229999999998,3225,301,3,74,1.308339991855786e+18,GALAXY,0.1506479,1162,52668,161
1.2376593254817467e+18,218.792194618238,55.186163574548594,20.71356,18.7265,17.64088,17.18386,16.81229,3225,301,3,74,1.3084161330360095e+18,GALAXY,0.1408237,1162,52668,438
1.2376593254817467e+18,218.725153949416,55.0973505848924,20.45482,18.52226,17.442970000000003,17.00825,16.67425,3225,301,3,74,1.3071753347512668e+18,GALAXY,0.1351785,1161,52703,20
1.2376593254817467e+18,218.735167520071,55.105935077252,20.11873,19.02835,18.6779,18.55258,18.47426,3225,301,3,74,3.711004383341814e+18,STAR,-0.0007208011999999,3296,54909,139
1.2376593254817467e+18,218.746735618325,55.105020130127,20.05834,18.28354,17.46741,17.10073,16.80521,3225,301,3,74,1.3083419160011343e+18,GALAXY,0.04290421,1162,52668,168
1.2376593254817467e+18,218.78878746066505,55.120557356206895,20.55082,18.62411,17.528570000000002,17.027420000000003,16.70407,3225,301,3,74,1.3071720362163835e+18,GALAXY,0.1361084,1161,52703,8
1.2376593254817467e+18,218.820223657136,55.1397861418472,21.58414,19.44905,18.40465,18.00604,17.65729,3225,301,3,74,1.3083408164895068e+18,GALAXY,0.1392841,1162,52668,164
1.2376593254817467e+18,218.576487190424,55.1097950342902,21.28306,19.08598,17.703229999999998,17.145229999999998,16.76857,3225,301,3,74,7.555020479510801e+18,GALAXY,0.2474806,6710,56416,844
1.2376593254817467e+18,218.588384566092,55.1333495772855,21.32714,20.95808,20.92715,20.54742,20.42981,3225,301,3,74,7.555032024382894e+18,QSO,0.6688797,6710,56416,886
1.2376593254817467e+18,218.57727511216203,55.091882251568,23.75118,22.03051,20.20995,18.92503,18.567120000000003,3225,301,3,74,7.555020204632894e+18,GALAXY,0.5946385999999999,6710,56416,843
1.2376593260216983e+18,228.867281379521,51.66237078667461,23.20778,23.01451,20.99715,19.82318,19.38085,3225,301,4,121,7.567322090178276e+18,GALAXY,0.6340125,6721,56398,541
1.237659326021763e+18,228.982784496592,51.5252808763929,20.34595,20.16967,19.97232,19.98209,19.9686,3225,301,4,122,7.567324838957347e+18,QSO,1.11037,6721,56398,551
1.237659326021763e+18,229.025693013122,51.5488254462735,20.35894,19.0582,18.58728,18.37086,18.25116,3225,301,4,122,3.712222917640168e+18,STAR,-0.0006041995,3297,54941,476
1.237659326021763e+18,229.109296277279,51.569681603822296,20.21592,19.87903,19.84207,19.93689,19.87069,3225,301,4,122,1.3117028487565414e+18,STAR,2.778395e-05,1165,52703,107
1.237659326021763e+18,229.05236522340095,51.4924397706577,20.0698,18.4974,17.81371,17.54111,17.4036,3225,301,4,122,3.7122223678843535e+18,STAR,-7.950817e-05,3297,54941,474
1.237659326021763e+18,229.163150823287,51.540182804891394,20.13064,17.75982,16.67194,16.308310000000002,16.10206,3225,301,4,122,3.7122275905645855e+18,STAR,-2.678311e-05,3297,54941,493
1.237659326021763e+18,229.118239373492,51.4650705508039,20.29678,19.46735,19.16754,19.11433,19.14958,3225,301,4,122,3.7122286900762127e+18,STAR,-0.001106107,3297,54941,497
1.237659326021763e+18,229.304140641721,51.6123073375445,17.18293,15.83914,15.15276,14.76455,14.48466,3225,301,4,122,1.3117022990007276e+18,GALAXY,0.05685019,1165,52703,105
1.237659326021763e+18,229.28527179567,51.5995558867001,18.74639,17.65491,17.223670000000002,16.9157,16.77072,3225,301,4,122,1.3117025738786345e+18,GALAXY,0.05687343,1165,52703,106
1.237659326021763e+18,229.296659738583,51.5859462705692,18.79508,17.2781,16.46816,16.00672,15.68128,3225,301,4,122,1.3117033985123553e+18,GALAXY,0.07550742,1165,52703,109
1.237659326021763e+18,229.062956978909,51.564070136322,20.19384,20.22911,19.72946,19.79415,19.95605,3225,301,4,122,7.567337758218973e+18,QSO,1.250135,6721,56398,598
1.237659326021763e+18,229.275077952688,51.5384572239846,22.04372,19.72504,18.22005,17.6949,17.3362,3225,301,4,122,7.567335009439903e+18,GALAXY,0.257062,6721,56398,588
1.2376593260217636e+18,229.15197035827703,51.6257412729432,22.59353,21.24047,19.2033,18.34521,17.725270000000002,3225,301,4,122,1.311705322657704e+18,GALAXY,0.3009387,1165,52703,116
1.2376593260217636e+18,229.108610466701,51.5023452968505,26.94382,22.15208,20.2736,19.2048,18.76397,3225,301,4,122,7.567336383829438e+18,GALAXY,0.5657389,6721,56398,593
1.2376593260217636e+18,229.29348892573896,51.6264168673423,21.62207,20.74244,19.86589,19.18226,18.70441,3225,301,4,122,7.567334184806184e+18,GALAXY,0.6436604,6721,56398,585
1.2376593260217638e+18,229.245597719514,51.57713409047,24.81203,21.49273,20.09303,19.27086,18.61725,3225,301,4,122,7.56733528431781e+18,GALAXY,0.5067378,6721,56398,589
1.2376593260217638e+18,229.11707349844104,51.4608093745014,22.69143,22.13748,20.28462,19.31182,18.915,3225,301,4,122,7.567337483341065e+18,GALAXY,0.4849984,6721,56398,597
1.2376593260218286e+18,229.337992040642,51.488673074946206,18.44423,16.198929999999997,15.35576,15.1082,15.00109,3225,301,4,123,3.7122264910529577e+18,STAR,-0.0001294395,3297,54941,489
1.2376593260218289e+18,229.352986473549,51.4308654911261,21.76895,19.27372,17.80191,16.94896,16.50734,3225,301,4,123,3.712224841785516e+18,STAR,-2.523233e-05,3297,54941,483
1.2376593260218289e+18,229.478241886718,51.5103935204321,20.04548,18.93225,18.53596,18.39884,18.32207,3225,301,4,123,3.71222896495412e+18,STAR,-0.0005998412,3297,54941,498
1.2376593260218289e+18,229.50299751401695,51.5213021534794,20.9269,19.57141,19.06257,18.8818,18.77907,3225,301,4,123,3.7122245669076086e+18,STAR,-0.0001621846,3297,54941,482
1.2376593260218289e+18,229.38323659493,51.3981696470644,19.25042,17.805889999999998,17.15535,16.88622,16.76995,3225,301,4,123,3.7122281403203994e+18,STAR,-0.0004406099,3297,54941,495
1.2376593260218289e+18,229.34597043638695,51.355161978264896,24.27773,20.85145,19.13963,18.5076,18.15849,3225,301,4,123,7.567347104067809e+18,GALAXY,0.3719979,6721,56398,632
1.2376593260218289e+18,229.375711735296,51.5255911190978,22.77754,21.17657,19.39229,18.506220000000003,17.98048,3225,301,4,123,1.3117014743670067e+18,GALAXY,0.4848189,1165,52703,102
1.2376593260218289e+18,229.416040922903,51.5022588395809,21.68496,21.45887,21.49747,21.35435,21.03555,3225,301,4,123,7.56734600455618e+18,QSO,2.114816,6721,56398,628
1.2376593260218289e+18,229.329118330493,51.420144723578304,21.77522,21.2828,21.29327,21.358,21.06054,3225,301,4,123,7.567338307974787e+18,STAR,-0.0004206383,6721,56398,600
